Název;E-mail;Telefon
NABYMAX;pavol.mitasik@gmail.com;"421 907 976 171"
"Nadácia Intenda";mraz@intenda.sk;"421 257 297 112"
"NajBývanie, s.r.o.";info@realitynb.sk;"0951 161 561"
Najdireality;najdireality@gmail.com;"0903 134 518"
najdireality,s.r.o.;info@mreality.sk;"0903 903 009"
"Najlepšie reality";najlepsiereality@gmail.com;"0917 745 516"
NajlepšíMakléri.sk;info@najlepsimakleri.sk;"0915 131 373"
"NAJPARTNER s. r. o.";marekluptak1980@gmail.com;"0944 500 001"
NAJREAL;mraz.najreal@gmail.com;"0919 187 141"
"NajReal.SK s.r.o";office@najreal.sk;"0940 606 686"
"NajReality s.r.o.";jangab@centrum.sk;"0905 252 412"
"Namakane s.r.o.";vadkerti@namakane.sk;"0905 255 701"
"NANDU RE, s. r. o.";petra@nandu.sk;"0911 757 949"
"NANY 13";nany13@nany13.sk;"0905 658 996"
"NARKS INFOSERVIS";zebrandy@gmail.com;"+421 915 295 193"
"Nataliya Klyap";natalia@dumprospekt.cz;"+420 608 571 108"
"Nataly reality, s.r.o.";nataly.reality@gmail.com;"+421 905 358 389"
"Natália Oškerová";natalia.oskerova@1000realit.sk;"0948 710 072"
"Natália Reality, s.r.o.";gabriela.gonosova@gmail.com;"0917 202 220"
"Natália Špačková";nataliaspackova4@gmail.com;"0917 249 887"
"NAVI Real, s.r.o.";info@navireal.sk;"0903 662 859"
"NAY a.s.";havlik@nay.sk;"0915 715 894"
"NAŠA REALITKA, s.r.o.";nasarealitka@gmail.com;"0944 218 897"
"Naše Finančné Družstvo";keselak@nfd.sk;"0904 629 299"
"Našereality MARLAM s.r.o.";chvilova@nasereality.sk;"0904 672 595"
"NBD Ružomberok s.r.o.";pelachova@danicon.sk;"0902 965 238"
NBreal;secanskae@gmail.com;"0904 537 417"
"ND REALITY s.r.o.";nsvrckova@svrckova.sk;"0903 462 772"
"Neat & Trim spol, s r.o.";expanzia@nbr.sk;"+421 903 797 593"
"NEFI_NEHNUTEĽNOSTI | FINANCOVANIE";office@nefi.sk;"0948 575 445"
"Negotiant - PO, s.r.o.";olga.chovancovacc@gmail.com;"0948 035 891"
"Negotiant s.r.o.";info@negotiant.sk;"0905 685 274"
Nehnutelnosti;nehnutelnosti007@gmail.com;"0905 376 379"
NehnutelnostPriamo.sk;info@nehnutelnostpriamo.sk;"0948 601 395"
"Nehnuteľnosti Levice s.r.o.";nehnutelnostilevice@gmail.com;"0903 471 489"
"NEHNUTEĽNOSTI SNOV, s.r.o.";nehnutelnostisnov@gmail.com;"0902 781 858"
"Nehnuteľnosti v Nitre - REALITY BRTKA";maria.brtkova@realitybrtka.sk;"0917 840 939"
"Nehnuteľnosť BA";e.petorova@centrum.sk;"0908 626 369"
Neibrs;nemcik@neibrs.sk;"+421 915 365 743"
"NEKUPUJBYT s.r.o.";info@nekupujbyt.sk;"0911 140 650"
"NELLY Consulting, s.r.o.";florekova@nelly.sk;"0903 428 340"
"NELLY Reality, s.r.o.";info@nelly.sk;"0948 292 662"
"Nemetech Slovakia s.r.o.";i.marta@nemetech.sk;"0948 960 002"
"NEO - REAL";ruzicka@neo-real.sk;"0911 492 911"
"NEOREAL ,s.r.o.";neoreal@neoreal.sk;"0911 321 474"
Neoreality;info@neoreality.sk;"0948 566 002"
"Nep Partners Slovakia, s.r.o.";senec.garden@gmail.com;"0914 323 232"
"NEP Senec Gardens, s.r.o.";gabriel@senecgardens.sk;"0914 323 232"
"NEP Senec Gardens, s.r.o.";andrea@neppartners.com;"0914 323 232"
"neplatný kontakt";real.makler@azet.sk;"0908 000 000"
"NEPRE 4, s.r.o.";appelova.lucia@gmail.com;"0904 573 857"
"NES - PAN & MARADA Development s.r.o.";info@zelenastran.sk;"0911 911 010"
Nes-Reality.;martin.klepac@unitedclassifieds.sk;"0914 321 876"
"Nest Property";info@nestproperty.sk;"0904 395 700"
"NestGroup s. r. o.";office@nestgroup.sk;"0910 217 007"
"Nestor Capital s.r.o.";info@nestorcapital.sk;"0910 113 331"
"NETANYA s.r.o.";info@netanya.sk;00
"Nettker CLeaning , s.r.o";info@nettkercleaning.sk;"0907 784 405"
"Nettker CLeaning , s.r.o";info@tophouse.sk;"0907 784 405"
"NETURE BAU spol. s r.o.";rehak.m@neturebau.sk;"0949 445 555"
"NEVIRA  SK, s.r.o.";lukacova@nevira.sk;"421 902 942 490"
"New City Development, s.r.o.";jedinak@ncd.sk;"0908 047 378"
"NEW HOME";info@newhome.sk;"0944 353 596"
"NEW HOUSE, s.r.o.";reality@newhouse.sk;"0910 679 409"
"NEW LINE REALITY";juhaniakova@newlinereality.sk;"0908 814 874"
"NEW LIVING, s.r.o.";lukas.machac@newliving.sk;"0908 756 738"
"New Reality";nikola.kudelkova@newreality.sk;"0911 333 585"
"New Way Company, s.r.o.";martinahornikova1@gmail.com;"+421 905 833 947"
"New Ways Reality&Financie";newways.office@gmail.com;"0910 835 000"
"Newcastle Reality s.r.o.";miroslav@newcastle.sk;"+421 904 543 210"
"NewHomes s.r.o.";miroslav.mara7575@gmail.com;"421 905 909 383"
"NEWHOUSING, s.r.o.";newhousing@gmail.com;"0908 345 355"
"NewTec Audio Slovakia";newtec@newtec-audio.sk;"0908 655 455"
"NEXT Reality, s.r.o.";nextreality.sk@gmail.com;"+421 908 577 332"
"NEXTreal, s. r. o.";kabelacova@nextreal.sk;"0904 897 628"
nextreality;testreality2@centrum.cz;"948 279 996"
"NEXUS REALITY";info@nexusreality.sk;"0903 200 323"
"NEXXUS INVESTMENTS";realitypredaj@realitypredaj.sk;"0905 793 835"
neznama;info@baupoint.sk;"0220 400 711"
"NF Company s.r.o.";info@nfcompany.sk;"0904 597 769"
"NFA Group, s.r.o.";tomas.bandzi@nfagroup.eu;"0948 949 948"
"NFP, s.r.o.";tomas.valek@nfp.eu;"0918 636 608"
"NGO Property, s. r. o.";info@ngoproperty.sk;"+421 915 475 895"
"NGS DEVELOP s.r.o.";ngs@ngs.sk;"+421 903 280 250"
"NICE reality";hrasko@nicereality.com;"0917 134 303"
"Nice Way, s.r.o.";jana.stykova@nicewayreal.sk;"0907 049 691"
"Nidal Group";tichy.michal@nidal.sk;"+421 948 494 870"
NIDUM;info@nidum.sk;"0911 040 452"
"NIDUM Development, s.r.o.";info@mynidum.sk;"+421 905 447 446"
"NIELS s.r.o.";tirolova@centrum.sk;"0905 277 936"
"NIELSREALITY, s.r.o.";nielsreality@centrum.sk;"0911 244 903"
"NIKA reality";nikareality@gmail.com;"0908 776 508"
"NIKA TRANS";reality@nikatrans.sk;"0517 715 720"
"NIKA TRANS REAL, s.r.o.";reality@nikatrans.sk;"0556 332 218"
"NikaReal s. r. o.";info@nikareal.sk;"+421 911 290 837"
"NIKO-REAL, s.r.o.";info@nikoreal.sk;"0903 718 743"
"Nikom spol. s r.o.";nikom@orangemail.sk;"0905 639 591"
nimdayvon01;nimdayvon@mailinator.com;"+421 905 400 400"
"NINO-REAL, s.r.o.";rkninoreal@gmail.com;"0903 718 743"
"Nitra Invest, s.r.o.";denisa.baranova@nitrainvest.sk;"0907 520 574"
"NITRABYT, s.r.o.";nitrabyt@nitrabyt.sk;"0905 412 187"
"Nitrava s.r.o.";kancelaria@nitrava.com;"0902 441 915"
"NITRIA REAL";nitriareal@gmail.com;"0905 283 550"
"NITRIANSKA REALITNÁ KANCELÁRIA s.r.o.";reality@nitrianskereality.com;"0911 878 728"
"niwio s.r.o.";info@niwio.sk;"0908 120 140"
"NL REAL, s.r.o.";krajcovic@nlreal.sk;"0948 208 920"
"NL reality";info@1nlreality.sk;"0905 369 574"
"NL REALITY";noralajtosova@gmail.com;"+421 905 396 749"
"NOBA, s. r. o.";arvayova@studio49.sk;"0905 345 579"
"Noel presence, s. r. o.";ladislav.veselsky@icloud.com;"0948 028 020"
"NOMAK s. r. o.";ekonom@kamon.eu;"0918 463 868"
"NONSTOP REALITY.EU s.r.o.";erika@nonstop-reality.sk;"0907 737 103"
NONSTOP-REALITY;info@nonstop-reality.sk;"421 905 619 798"
"NOPE a.s.";eva.institoris@nopeas.sk;"0905 215 583"
Norbert;nobafin@gmail.com;"0944 371 348"
"NOREKA s.r.o.";reality@noreka.sk;"0905 357 020"
"NoRim Travel & Reality s.r.o.";maria@norimtravel.sk;"0901 765 123"
"NORMA stavebno-obchodná spoločnosť s.r.o.";ing.lukas.micka@gmail.com;"0905 521 625"
"NORTHFINDER a.s.";lamduc@northfinder.com;"0915 395 331"
NOSENE;katarina@nosene.sk;"0918 562 327"
"Nothegger System Logistic s.r.o.";s.pavlikova@nothegger.sk;"+421 917 620 199"
"NOTION s.r.o.";martin.melisik63@gmail.com;"0905 229 678"
"NOTRE - reality s.r.o";monikacemerickova@gmail.com;"0905 663 818"
"Notre reality";info@notrereality.sk;"0905 515 642"
"Notársky úrad Mgr. Jany Borovičkovej";jana.borovickova@notar.sk;"0220 901 235"
"NOVA DOBA s.r.o";plastiakova.michaela@gmail.com;"0910 535 554"
"Nova Reality, s.r.o.";vozarova@novareality.sk;"0908 713 534"
"Novaglass s.r.o.";dobrovicova@novadach.sk;"0918 957 397"
"NOVANTA - Pôvabné bývanie Ružinov";predaj@novanta.sk;"0944 484 849"
"novareal.sk s.r.o.";info@novareal.sk;"0948 112 333"
"NOVATRI s.r.o.";dominik.molnar@novatri.sk;"0948 241 741"
"NOVELCAR, a.s.";kocian@novelcar.sk;"0918 117 710"
"NOVIMPEX, s.r.o.";muvisz@post.sk;"0905 481 439"
"NOVIMPEX, s.r.o.";muvisz@novimpex.sk;"0905 481 439"
"NOVIsoft spol. s r.o";vladimir_jelen@novisoft.sk;"421 556 325 239"
"NOVOREAL spol. s r.o.";patrik.marek@gmail.com;"0903 767 170"
"Novoreal-LC, s.r.o.";novoreal@novoreal.sk;"+421 905 357 850"
"NOVOSEDLÍK Real s.r.o.";reality@novosedliksro.sk;"0918 897 646"
Novotel;zvarga99@gmail.com;"0907 492 505"
"NOVOTNÝ, s.r.o.";mnovotny@novotnyeu.sk;"0907 791 861"
"NOVUS Reality s.r.o.";info@novusreality.sk;"0911 782 189"
novydomovreality;info@novydomovreality.sk;"0904 527 647"
"NOVÁ ADRESA";creditors@creditors.sk;"0243 640 092"
"Nová matadorka a. s.";lenka@bartova.sk;"0903 400 505"
"Nová Terasa";info@novaterasa565655.sk;"421 911 171 740"
"Nové bývanie";info@novebyvaniereality.sk;"+421 376 533 131"
"Nové bývanie - REALITY";sevecova@novebyvanie-reality.sk;"0910 441 881"
"NOVÉ BÝVANIE RK";karolina@novebyvanierk.sk;"0944 222 177"
"Nový domov";kamil.hyravy@rknovydomov.sk;"0948 045 130"
"NR PHARM s.r.o.";robo.rico@gmail.com;"0915 999 322"
"NRG International Realty Slovakia, a.s.";nrgreality@nrgreality.sk;"0948 297 741"
"NSN, s.r.o.";zofaj@narva.sk;"0905 600 069"
"NTC Košice, a. s.";ivan.greguska@gmail.com;"0903 714 918"
"NU MEDIA s.r.o.";richard.casar@gmail.com;"0908 066 024"
"NUBIS s.r.o.";nubis@nubis.sk;"0908 900 001"
NUCZV;ladislav.surina@nuczv.sk;"0903 511 989"
"NUTUM s.r.o.";martin22tomko@gmail.com;"0908 189 393"
"Nábytok Galan, s.r.o.";galan@nabytokgalan.sk;"0905 334 765"
"Nájomné bývanie";office@koutny.sk;"0918 878 077"
"Nákupné centrum s.r.o.";mtk@mtk-ba.sk;"421 903 782 700"
"Národná diaľničná spoločnosť, a.s.";barbora.smatanova@ndsas.sk;"0907 415 666"
"Národné poradenské centrum s.r.o.";luteran@napoc.sk;"0904 381 634"
o.;joi_dai@post.sk;"0917 678 993"
O.K.REAL;okreal@nextra.sk;"0905 412 691"
OB-REAL;obreal@obreal.sk;"0903 219 369"
"Obalprint real, s.r.o.";pavel.katreniak@obalprint.sk;"0917 478 425"
"OBCHOD REALITY, s. r. o.";maklerobchodreality@gmail.com;"0908 047 689"
"OBCHOD s.r.o.";obchodsro@obchodsro.sk;"+421 911 987 474"
"Obchodné priestory prenájom";avhsro@gmail.com;"0918 716 628"
Obec;ouardanovce@wircom.sk;"0904 558 228"
"Obec Dohňany";obec@dohnany.sk;"0903 631 947"
"Obec Doľany";starosta@dolany.sk;"0905 662 386"
"Obec Gajary, Obecný úrad Gajary";lucia.hurbanova@gajary.sk;"0911 612 323"
"Obec Kanianka";obec@kanianka.sk;"0911 806 113"
"Obec Klokoč";starosta@klokoc.sk;"0908 214 720"
"Obec Kostolná pri Dunaji";kostolnapd@gmail.com;"0903 826 903"
"Obec Mlynica";mlynica@popnet.sk;"0527 796 520"
"Obec Prašník";obecprasnik@prasnik.sk;"0337 780 534"
"obec Sučany";bednarikova@sucany.sk;"0902 391 183"
"Obec Veľké Bierovce";info@velkebierovce.sk;"0911 362 680"
"Obec Čereňany";starosta@cerenany.sk;"0911 462 388"
"Obec Šenkvice";pokladna@senkvice.org;"0336 486 015"
"Obecný úrad Hubice";anita.bodis@hubice.sk;"0911 673 388"
"Obecný úrad Mýto pod Ďumbierom";ou@mytopoddumbierom.sk;"0486 195 106"
"Obvodné stavebné bytové družstvo Žilina";osbdza@osbdza.sk;"0415 553 377"
"OC SOFI s.r.o.";katarinakuklovska@hotmail.com;"0910 136 952"
"Occam New Home";office@occamre.com;"0910 622 262"
"OCELSERVIS, spol. s r.o. v konkurze";bodnar@bodnarlegal.sk;"0917 933 544"
"ODEKO manažment s.r.o.";predaj@odeko.sk;"+421 918 176 750"
OdriStav,s.r.o.;odristav@odristav.sk;"0905 362 449"
"ODU REAL ESTATE, s.r.o.";pisko.office@gmail.com;"0900 000 000"
"ODYSEA REALITY s.r.o.";odyseareality@gmail.com;"0918 488 730"
"OFF LINE, s. r. o.";polasek.marcel@gmail.com;"0908 200 692"
"OFFERTA, s.r.o.";kocsis@offerta.sk;"0911 903 000"
"OFFERTA, s.r.o.";offerta@offerta.sk;"421 911 903 000"
"OFFICE EXPRES s.r.o";hollreal@gmail.com;"0911 765 727"
"OFFICE HOUSE s.r.o.";mandyova@officehouse.sk;"0911 166 395"
"OFFIZONE boutique office";info@offizone.sk;"0903 898 805"
"OG Real s. r. o.";info@gcentrum.sk;"0903 761 377"
oizo.s.r.o.;oizo.oizo@centrum.sk;"0944 508 538"
"OK bývanie s.r.o.";info@okbyvanie.sk;"0911 696 969"
"OK ZONE s.r.o.";recepcia@barok.sk;"0950 500 555"
OK-REAL;janonemo@gmail.com;"0917 378 433"
OK-Reality;info@ok-reality.sk;"0948 281 662"
OK3;aktualizujte.si.prosim@email.sk;"0903 300 208"
OKAreal;frohlichova@okareal.sk;"0911 273 266"
OKU-MED,s.r.o.;mudr.kacerovaeva@zoznam.sk;"0915 811 049"
"Old TOWN Properties s. r. o.";tothmartin@gmail.com;"+421 907 333 801"
"oleg samoilov";oleg@bud.sk;"0903 770 877"
OLESSA,s.r.o.;olessa@olessa.sk;"0903 255 605"
"Olins, s.r.o.";lenka.nosianova@gmail.com;"+421 911 190 431"
"Oliver Paluška-PALDO";diinstit@yahoo.com;"0905 325 404"
"Olivex spol. s r.o.";olivex@olivex.sk;"0911 255 181"
"OLIVIA Residence";info@oliviaresidence.sk;"+421 901 923 324"
"OLLUM s.r.o.";ivana.zvoncekova@ollum.sk;"0903 291 111"
"Olreal Europe spol. s r.o.";aktualizujte.si.prosim@email.sk;"0905 639 591"
"Olymp reality,s.r.o.";olympreal@olympreal.sk;"0905 939 006"
"OMEGA 3 sro";pekr@zoznam.sk;"0907 221 611"
"Omega Reality s.r.o.";info@omegareality.sk;"0917 866 602"
"Ominis s.r.o.";dobakova@dobakova.sk;"0915 950 682"
"OMNIA 2000 a.s.";rslimak@omnia2000.sk;"+421 905 930 430"
"OMNIA KLF, a.s.";spilko@omniaklf.sk;"0907 750 828"
"OMNIKA SK,s.r.o.";alfareality@alfareality.sk;"0915 729 963"
Omnireal;mirobernath@yahoo.com;"0911 919 474"
"Ondrej Pokoraczky";o.pokoraczky@upcmail.sk;"0905 969 312"
"One Credit Management s.r.o.";reality@prvakreditna.sk;"0907 743 685"
"ONE REAL, s.r.o.";onereal@onereal.sk;"0910 234 184"
"ONE reality";info@one-reality.sk;"0918 846 441"
"ONYXYS s.r.o.";onyxys@centrum.sk;"0918 547 007"
"OP Centrum sro";opcentrum@opcentrum.sk;"0907 799 395"
"OPC Group s. r. o.";sebo@opcre.sk;"0907 799 395"
"OPEN real, s.r.o.,";kalapos@openreal.sk;"0911 210 579"
"Open Solutions s.r.o.";megadracik777@gmail.com;"0905 800 488"
"OPHELIA s.r.o.";lovasovazdenka@yahoo.com;"0904 743 224"
"Oportys. s. r. o.";zorad@oportys.com;"421 918 219 988"
"OPPIDUM s.r.o.";info@oppidum.sk;"0910 122 122"
"Optimal reality s.r.o.";office@optimalreality.sk;"0949 481 220"
optimix;optid@auet.sk;"0918 489 233"
"OPTIMIX reality";optimixreality@gmail.com;"0949 100 411"
"Optimus SK, s.r.o.";sekretariat171@gmail.com;"0902 720 943"
"OPTIREAL - realitná kancelária";d.sandalova@optireal.sk;"0903 323 516"
"OPUS DEVELOPMENT s.r.o.";info@bytykrasna.sk;"0907 544 904"
"OPUS DEVELOPMENT s.r.o.";bytykrasna@gmail.com;"0907 544 904"
"Orange Real, s.r.o.";staregova.katarina@gmail.com;"0911 952 044"
orangeconstruction;irodomova@orangeconstruction.sk;"0905 744 668"
"Orati s.r.o.";bytypanske@bytypanske.sk;"0903 173 307"
"ORAVA REAL profit, s.r.o.";pavolkohar@oravareal.sk;"0905 440 928"
"ORAVIA spol. s r.o.";info@rezidenciadubrava.sk;"0915 290 125"
"Oravský priemyselný podnik s.r.o.";p.horak@gfgroup.sk;"+421 917 221 500"
"Orbis Invest, s.r.o.";orbisinvest@gmail.com;"0905 345 891"
"ORBIS Nitra a.s.";info@orbisnitra.sk;"0918 995 184"
"Orbis RK s. r. o.";asistent@orbis-rk.sk;"0917 678 097"
"Orbis s. r. o. - FIX";asistent@orbis-rk.sk;"0911 678 092"
"ORCO Estates, s.r.o.";obchodydomdunaj@gmail.com;"0917 765 539"
"OREA, realitná kancelária, s.r.o.";rkorea@rkorea.sk;"0918 087 422"
"OREA, s.r.o.";rkorea@rkorea.sk;"0948 623 125"
ORFI;resovsky@orfi.sk;"0905 945 161"
"Oricam, s.r.o.";peter.kvapil@gmail.com;"+421 918 817 326"
"Origo Real";oto@origoreal.sk;"0917 347 564"
"ORIM INVEST s.r.o.";jnzeliskova@gmail.com;"090 175 511"
"ORIN REAL s.r.o.";reality@orinreal.com;"0903 718 726"
"Orion Partners,s.r.o.";info@bytyorion.sk;"0911 671 133"
"Orion Real s.r.o.";vibransky@orionreal.sk;"0911 900 062"
"ORION SK s.r.o.";simonic.peter@gmail.com;"0903 170 285"
"ORKA Real";orencakova@centrum.sk;"0911 029 350"
"ORLEN Unipetrol Slovakia s. r. o.";Romana.Lancaricova@orlenunipetrol.cz;"0902 246 087"
"ORMIS, s.r.o.";info.ormis@gmail.com;"0948 617 373"
"ORMONTT s.r.o.";info@ormontt.sk;"0918 827 012"
"ORMONTT, s.r.o.";info@ormontt.sk;"0911 757 133"
"Orosz Group, s.r.o.";oroszgroup@gmail.com;"0907 921 564"
"Oscars Transport";zuzana.hamorska@gmail.com;"0917 563 960"
OSCR;exelova@oscr.sk;"0904 299 966"
"Osiris reality s. r. o.";lucia@osiris.sk;"0948 776 660"
"Oskar Kókai GAS-KO";gas-ko@rsnet.sk;"0905 170 698"
"OSTIUM s.r.o.";ostium@ostium.eu;"0910 276 008"
"OTejA, s.r.o.";oteja@oteja.sk;"0905 222 828"
"OTP Buildings, s.r.o.";matas@otpreal.sk;"0915 770 216"
"OTS STAVOSTROJ spol. s r.o.";jan.kozacek@ramirent.sk;"0903 778 557"
"Otto Bodnár";otto.bodnar@gmail.com;"0905 767 520"
"Otto Weiter";agentura@ottoclub.sk;"0905 345 135"
"OTYK invest, s.r.o.";otykinvest@otykinvest.sk;"0260 103 111"
"OVD, spol.s r.o.";posta@ovdsro.sk;"+421 948 008 570"
"OWN REAL s.r.o.";a.miskovcik@gmail.com;"421 948 862 658"
"Oxfin Reality s. r. o.";milos.kostik@procarepartners.sk;"+421 905 521 526"
"OXYGEN services s.r.o.";filip.maly@oxygenservices.sk;"0903 800 140"
"OYE s.r.o.";levay@oye.sk;"0905 777 001"
"Oľga Reality";info@olgareality.sk;"0915 695 677"
"P&J holding, SE";office@rafservices.sk;"0904 050 909"
"P&J INVEST, s.r.o.";galbavallenka@gmail.com;"0910 980 880"
"P&P Business s.r.o.";aktualizujte.si.prosim@email.sk;"0948 503 754"
"P&P invest s.r.o.";info@ppinvest.eu;"0940 837 555"
"P&P Solution s.r.o.";info@ppsolution.sk;"0949 152 444"
"P- REAL, s.r.o.";p-real@p-real.sk;"0918 777 577"
"P-Energy s.r.o.";P-EnergyReal@centrum.sk;"0949 660 045"
P-Energy,s.r,o;janaklcova8@gmail.com;"0950 679 659"
"P-Invest s.r.o.";m.paulicek@paulicek.sk;"0915 724 544"
"P.A.D. spol. s r.o.";info@padagency.sk;"0903 917 448"
"P.M.T. SK, s.r.o.";peter.rakus@gmail.com;"0905 838 843"
"P.O.I.N.T. agency s.r.o.";point_ag@yahoo.com;"+421 907 754 882"
"P.s.B. s.r.o.-reality";psbreality@gmail.com;"421 902 244 987"
"P.V.P. development, s.r.o.";vagnerova@transmedic.sk;"0917 666 444"
"P13 Retail Park s.r.o.";i.krajčir@alfagroup-international.com;"0903 656 604"
"PABART s.r.o.";info@pabart.sk;"0944 540 735"
"PACKY ADVERTISING";jancekova@packy.sk;"0908 158 940"
"PaedDr. Marcel Antoš - ANTreal";antreal.sk@gmail.com;"0908 983 453"
"PAELA s.r.o.";andrej@paela.sk;"0917 711 733"
"PAKTIV, s.r.o.";paktiv@paktiv.sk;"0905 331 130"
"Palas bb spol s.r.o";"oca @oca.sk";"0905 256 529"
"Palas-bb spol.s.r.o";oca@oca.sk;"0905 615 007"
"PALAX, s.r.o.";diskova@datelinky.sk;"0905 069 654"
"Paletten trade spol. s r.o.";info@palettentrade.com;"0905 119 660"
"Pallas Real plus s.r.o.";realpallas@gmail.com;"0915 755 159"
"PALO47 s.r.o.";hracpavol@gmail.com;"0902 930 903"
"PALUB, s. r. o.";info@palub.sk;"0950 880 132"
"Palác Opery, s.r.o.";palacopery@gmail.com;"0918 581 111"
"PAMOS REALITY";info@pamosreality.sk;"0948 787 191"
"Panama Slovakia s.r.o.";pavlinasykorova@centrum.sk;"0905 240 769"
"PanaSystem SK, s.r.o.";krajcovicova@panasystem.at;"+421 918 845 004"
"PANDOM s. r. o.";info.pandom@gmail.com;"0918 531 667"
"Pannonia real a. s.";jana.markovicova@pannoniareal.sk;"0903 716 562"
"Panorama stavby SK, s.r.o.";panoramastavby.sk@gmail.com;"0948 889 520"
"Panorama-Residence, s.r.o.";pisko.office@gmail.com;"0915 841 808"
"PANORÁMA INVEST, a.s.";kuna@panoramainvest.sk;"0915 790 446"
"Panoráma vily s.r.o.";panoramavily@gmail.com;"0903 766 650"
"Pantaleon Group, s.r.o.";pantaleon@europe.com;"0908 333 122"
PANTHERREAL;polakova@pantherreal.sk;"0908 624 682"
"Papanek reality";papankova@gmail.com;"0948 102 510"
"Paradeiser, s.r.o. - Pavol Paradeiser";paradeiser@paradeiser.sk;"0908 398 598"
"PARADERO, s.r.o.";paradero.sro@gmail.com;"0917 461 749"
"ParadIXOm spol. s r. o.";benes@paradixom.eu;"0918 844 408"
"PARALAX GROUP SK, s.r.o.";marian.lajcha@paralax.sk;"+421 915 709 944"
"PARIS & Co, s.r.o.";office@realityzilina.sk;"0944 280 510"
"Park Ivanka";renaissanceparkivanka@gmail.com;"0948 654 564"
"PARK REALITY s.r.o.";info@park-reality.eu;"0911 998 996"
"Parker & Hills s.r.o.";dominikh@parkerhills.sk;"0948 876 777"
"Parkerhouse Investments Slovakia s.r.o.";Parkerhouse.sk@gmail.com;"0911 125 350"
"Pars Real Business Slovakia";yazdani.reality@gmail.com;"0949 472 621"
"Pars Real Bussiness Slovakia";parsrealslovakia@gmail.com;"0949 472 621"
Partner;info@diasgroup.sk;"0915 616 796"
"partner KeyPoint Group";info@marekcvengros.sk;"0919 345 353"
"Partner Plus, s.r.o.";janasnopkov@gmail.com;"0908 925 671"
"PARTNER v REALITÁCH";info@partnervrealitach.sk;"+421 902 373 422"
"Partners 4 Finance s.r.o.";info@p4f.sk;"0918 381 247"
"PARTNERS MI&IV s.r.o.";iveta.vida@centrum.sk;"0907 248 986"
"PARTNERS REAL";durica@partnersreal.sk;"0948 757 959"
"PARTNERS REAL ESTATE s.r.o.";info@partnersrealestate.sk;"+421 915 030 333"
"PARTNERS REAL s.r.o.";info@partnersreal.sk;"0948 757 959"
"Partners reality";viera.kubisova@partnersreality.sk;"0902 972 727"
"PARTNERS REALITY s.r.o.";medgyes@partners-reality.sk;"0908 640 311"
Partnersreal;ivban@centrum.sk;"0911 740 884"
"Parvitas s.r.o.";viliam.alaksa@gmail.com;"0905 515 430"
"PASADERA, s.r.o.";vitek.bohumil@gmail.com;"+421 910 430 506"
"PASS REALITY, s.r.o.";info@pass.sk;"0903 996 996"
"PASTOROK REALITY s.r.o.";brano@pastorokreality.sk;"0905 960 984"
"Pasívny dom, s.r.o.";devecka.m@gmail.com;"0915 731 535"
"PATI, s.r.o.";info@patireality.sk;"0905 548 100"
"PATRIA a.s.";podoba@patria.sk;"0905 441 855"
"Patrik Csomó - REAL GLOBE";realglobe@acros.sk;"0905 336 457"
"Patrik KARLÍK - KAREX";info@karex.sk;"0902 880 088"
"Patrik Vlačuška s.r.o.";p.vlacuska@gmail.com;"0908 129 793"
"Patriot real";lukas.suran@patriotreal.sk;"0911 277 247"
"PATRIOT real, s. r. o.";kyska@patriotreal.sk;"0904 429 999"
"PATRIOT Reality";kudela.igor@gmail.com;"0905 475 429"
"PAULL & P, a.s.";vilakollar@vilakollar.sk;"0903 643 685"
"Pavlik & Partners";jan.pavlik@pavlikpartners.sk;"0903 447 906"
"Pavol FLoch";floch@mtech.sk;"0948 940 942"
PaZreal;pavol.zamrij@gmail.com;"0911 486 406"
"PB Beta s.r.o.";vrba@advokatska.sk;"0903 221 711"
"PB Development s r. o.";info@besthome.sk;"0903 249 123"
"PB KREDIT, s.r.o.";info@pbkredit.sk;"0905 285 900"
"PB PROJEKT s.r.o.";bacik.peter64@gmail.com;"0911 646 470"
"PB Servis, a. s.";lubomir.harcarik@pbservis.sk;"0901 753 040"
PB.sk;INFO@PrenajomByvania.sk;"0940 321 303"
"PBS REAL INVEST, s.r.o.";dr.lenorak@gmail.com;"0911 940 940"
PC-PLUS,s.r.o.;aktualizujte.si.prosim@email.sk;"0908 929 349"
"PDB Group s.r.o.";pdbgroupsk@gmail.com;"0903 042 753"
"PDL s.r.o.";pecho@senreal.sk;"+421 911 880 463"
"PDS - Project Development Slovakia, s.r.o";piaristicka@gmail.com;"0903 587 262"
"PE-Invest s.r.o.";peinvest@peinvest.sk;"0905 753 277"
Pear;vlado.hruska@yahoo.com;"0905 933 496"
"PEBA real, s.r.o.";info@pebareal.sk;"+421 903 777 900"
"pebek spol.s r.o";stelbasky@pebek.sk;"0918 630 961"
"PeD Real s. r. o.";drazobnik@pedreal.sk;"0948 975 854"
pegas;99pegas@azet.sk;"0904 190 740"
"Pegas real s.r.o.";info@pegasreal.sk;"0911 744 099"
"PEGASOS GROUP, a.s.";satismag@gmail.com;"0904 183 230"
"PEGIS, s.r.o.";pegis@pegis.sk;"0905 792 385"
"Pekava 2 s.r.o.";pekava2sro@gmail.com;"0944 444 036"
"Pekné Bývanie realitná kancelária, spol. s.r.o.";halgasjan@gmail.com;"0948 336 606"
"Pekné reality, s.r.o.";peknereality@gmail.com;"+421 908 440 790"
